Code,Name,Brand,Description,Barcode,Supplier,Price Ex,Price In,Value,Stock
NFORM-MIRO-MEETING-01,MIRO MEETING TABLE,Newform,"MIRO MEETING TALBE WALNUT BROCCOLO, BLACK LEGS 220X110",,Aran World,"11,489.36 ","13,500.00 ","1,692.00 ",2
NFORM-SIMP-DESK-01,SIMPOSIO DESK,Newform,SIMPOSIO DESK  WHITE GLASS BRONZE LEGS 200X100,,Aran World,"12,765.96 ","15,000.00 ","2,982.00 ",2
NFORM-SIMP-LOWBOOK-01,SIMPOSIO LOW BOOKCASE,Newform,SIMPOSIO LOW OPEN BOOKCASE LIGHT IVORY,,Aran World,"6,808.51 ","8,000.00 ","1,140.00 ",2
NFORM-SIMP-LOWBOOK-02,SIMPOSIO LOW BOOKCASE,Newform,SIMPOSIO LOW BOOKCASE WITH DOORS LIGHT IVORY,,Aran World,"9,361.70 ","11,000.00 ","1,750.00 ",1
NFORM-TOWER-BOOKCASE-01,TOWER LOW BOOKCASE180X80,Newform,TOWER LOW BOOKCASE LIGHT OAK 180X80,,Aran World,"3,404.26 ","4,000.00 ",692.00 ,3
NFORM-TOWER-BOOKCASE-02,TOWER LOW BOOKCASE APPLE,Newform,TOWER LOW BOOKCASE  APPLE,,Aran World,"3,404.26 ","4,000.00 ",692.00 ,2
NFORM-TOWER-DESK-02,TOWER DESK L-SHAPE,Newform,TOWER DESK L-SHAPE LIGHT OAK,,Aran World,"7,106.38 ","8,350.00 ","1,265.00 ",1
NFORM-TOWER-HIGH BOOK-01,TOWER HIGH BOOKCASE GLASS,Newform,TOWER HIGH BOOKCASE GLASS LIGHT OAK,,Aran World,"11,744.68 ","13,800.00 ","2,990.00 ",1
NFORM-VISTA-DESK-01,VISTA DESK WITH OPEN BOOKCASE,Newform,VISTA DESK WITH OPEN BOOKCASE CHERRY WITH WHITE LEGS,,Aran World,"4,425.53 ","5,200.00 ",968.00 ,3
NFORM-VISTA-LOW BOOK-01,VISTA LOW BOOKCASE 180X80,Newform,VISTA LOW BOOKCASE CHERRY WITH WHITE LEGS 180X80,,Aran World,"3,148.94 ","3,700.00 ",600.00 ,2
NFORM-VISTA-MEETING-01,VISTA MEETING TABLE 160X166,Newform,VISTA MEETING TABLE  CHERRY WITH WHITE LEGS 160X166,,Aran World,"3,914.89 ","4,600.00 ",860.00 ,1
NFORM-VISTA-WORKSTATION-01,VISTA WORKSTATION,Newform,VISTA WORKSTATION CHERRY WITH WHITE LEGS,,Aran World,"8,085.11 ","9,500.00 ","1,700.00 ",4
SIA-010366,Calla lily stem H80 LTGN,SIA,Calla lily stem H80,,SIA HOME FASHION,30.43 ,35.76 ,25.00 ,24
SIA-010441,Allium Spray A/2 H97 LID,SIA,,,SIA HOME FASHION,46.09 ,54.16 ,38.00 ,8
SIA-010466,Calla Lily stem H109 LTG,SIA,,,SIA HOME FASHION,46.09 ,54.16 ,38.00 ,7
SIA-010509,Casablanca Lily single L,SIA,,,SIA HOME FASHION,23.48 ,27.59 ,17.50 ,24
SIA-010604,Ranunculus Stem H46 W,SIA,,,SIA HOME FASHION,15.65 ,18.39 ,9.86 ,9
SIA-010617,Casablanca Lily Stem H1,SIA,,,SIA HOME FASHION,156.52 ,183.91 ,124.00 ,5
SIA-010665,Ranunculus Stem H46 GN,SIA,,,SIA HOME FASHION,15.65 ,18.39 ,9.85 ,24
SIA-010707,Pussy Willow Branch H1,SIA,,,SIA HOME FASHION,58.26 ,68.46 ,48.10 ,21
SIA-010718,Casablanca Lily Stem H7,SIA,,,SIA HOME FASHION,58.26 ,68.46 ,48.06 ,7
SIA-010805,Rose Spray X5 Emma H58,SIA,,,SIA HOME FASHION,36.52 ,42.91 ,30.38 ,24
SIA-010860,Hydrangea w/o Leaf H48,SIA,,,SIA HOME FASHION,46.09 ,54.16 ,37.70 ,12
SIA-010861,Mimos Spray A/2 H74 GR,SIA,,,SIA HOME FASHION,38.26 ,44.96 ,30.38 ,12
SIA-011210,Calla Lily Stem H80 YL,SIA,,,SIA HOME FASHION,30.43 ,35.76 ,25.05 ,24
SIA-011211,Tulip Lea A/2 H68 YL,SIA,,,SIA HOME FASHION,30.43 ,35.76 ,20.00 ,12
SIA-011588,Orchid Spray A/4 H68 CO,SIA,,,SIA HOME FASHION,34.78 ,40.87 ,25.04 ,23
SIA-012464,Dill Spray A/2 H75 CR/GN,SIA,,,SIA HOME FASHION,36.52 ,42.91 ,30.37 ,24
SIA-12808,Orchid Phalenopsis H9,SIA,,,SIA HOME FASHION,82.61 ,97.07 ,63.26 ,9
SIA-12963,Orchid Phalenopsis H4,SIA,,,SIA HOME FASHION,30.43 ,35.76 ,22.51 ,21
SIA-13704,Rose Fabiola H50 Cr/Gn,SIA,,,SIA HOME FASHION,26.09 ,30.66 ,17.47 ,12
SIA-13740,Rose Fabiola H50 Rd,SIA,,,SIA HOME FASHION,26.09 ,30.66 ,17.47 ,12
SIA-14462,Chinese Lantern H92 Gr,SIA,,,SIA HOME FASHION,41.74 ,49.04 ,30.37 ,6
SIA-17124,Rose Audrey H51 Rd,SIA,,,SIA HOME FASHION,34.78 ,40.87 ,25.05 ,23
SIA-18562,Phalenopsis Foliage H,SIA,,,SIA HOME FASHION,34.78 ,40.87 ,25.05 ,17
SIA-50922,Orchid Phalaen Potted,SIA,,,SIA HOME FASHION,130.43 ,153.26 ,98.68 ,2
SIA-340000,Tea-Light S/25 H0.15,SIA,,,SIA HOME FASHION,18.26 ,21.46 ,12.40 ,240
SIA-347636,Sia Scent Cndl Figuier H,SIA,,,SIA HOME FASHION,182.61 ,214.57 ,139.16 ,4
SIA-347695,Sia Scent Cndl Cedre H1,SIA,,,SIA HOME FASHION,182.61 ,214.57 ,139.16 ,4
SIA-348202,Sia Scent Cndl Iris H9 W,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,10
SIA-348302,Sia Scent Cndl Lotus H9,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,5
SIA-348402,Sia Scent Cndl Orchidee,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,5
SIA-348502,Sia Scent Cndl Rose H9,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,8
SIA-348800,Candle Tribal D11 Wh,SIA,,,SIA HOME FASHION,170.21 ,200.00 ,73.37 ,7
SIA-348899,Candle Tribal D11 Bk,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,12
SIA-348900,Candle Tribal D14 Wh,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,7
SIA-348999,Candle Tribal D14 Bk,SIA,,,SIA HOME FASHION,95.65 ,112.39 ,73.37 ,12
SIA-361181,Hurricane Baden D13 Ltb,SIA,,,SIA HOME FASHION,252.17 ,296.30 ,189.77 ,1
SIA-425422,P-Npkn Orchid 33X33 Pk,SIA,,,SIA HOME FASHION,17.39 ,20.43 ,11.40 ,12
SIA-702810,Vase Rect Tallinn L30 H2,SIA,,,SIA HOME FASHION,195.65 ,229.89 ,149.28 ,2
SIA-703010,Vase Rect Tallinn L40 H3,SIA,,,SIA HOME FASHION,330.43 ,388.26 ,250.49 ,4
SIA-704011,Vase Waves H35 D28 Cl,SIA,,,SIA HOME FASHION,500.00 ,587.50 ,377.00 ,2
SIA-704012,Vase Roses H20 D20 Cl,SIA,,,SIA HOME FASHION,121.74 ,143.04 ,88.56 ,6
SIA-704809,Vase Conical H70 Cl,SIA,,,SIA HOME FASHION,165.22 ,194.13 ,123.98 ,8
SIA-706110,Vase Pula H42 D40 Cl,SIA,,,SIA HOME FASHION,604.35 ,710.11 ,452.91 ,1
SIA-706407,Vase Osaka H52 D15 Cl,SIA,,,SIA HOME FASHION,165.22 ,194.13 ,123.98 ,4
SIA-707403,Vase Ftd Nuada H46 5 Cl,SIA,,,SIA HOME FASHION,165.22 ,194.13 ,123.98 ,4
SIA-707700,Vase Harmony H55 Cl,SIA,,,SIA HOME FASHION,330.43 ,388.26 ,250.49 ,2
SIA-709010,Vase Latvia H40 D26 Cl,SIA,,,SIA HOME FASHION,265.22 ,311.63 ,199.89 ,4
SIA-709907,Vase Osaka H31 D10 Cl,SIA,,,SIA HOME FASHION,50.43 ,59.26 ,37.70 ,3
SIA-710507,Vase Conic Clear 45 X 17,SIA,,,SIA HOME FASHION,82.61 ,97.07 ,63.26 ,4
SIA-710707,Vase Conic Clear 90 X 25,SIA,,,SIA HOME FASHION,295.65 ,347.39 ,225.19 ,1
SIA-12706,Orchid Phalaenopsis H2,SIA,,,SIA HOME FASHION,15.65 ,18.39 ,9.86 ,24
INTER-172E-01,EVERYis1,Interstuhl,"EVERYis1 swivel chair black, seat upholstered with manhattan fabric grey back rest black mesh polypropylene base black seat depth and lumbar adjustments 2D T armrest adjustable in width and height soft castors.",,,"2,978.72 ","3,500.00 ",825.00 ,75
INTER-450X997Y-01,X&Y,Interstuhl,X&Y seminar chair with armrest and tablet,,,"2,042.55 ","2,400.00 ",750.00 ,1
INTER-9560-01,NEON,Interstuhl,"BIMOS - NEON on glides permanent mechanism without armrests, super fabric blue with orange stripe color, 3279, black alu base on glides",,,"3,234.04 ","3,800.00 ","1,000.00 ",1
INTER-4402-01,YOUROPE-8,Interstuhl,"YOUROPE-8 swivel chair, with synchro mechanism , seat and back in black TEC fabric , black pastic base , 3D armrest , soft castors.",,,"2,000.00 ","2,350.00 ",550.00 ,1
INTER-9573-01,NEON,Interstuhl,"BIMOS - NEON on castors synchro mechanism , fabric TAFF blue with Grey stripe. color 3278 black Alu base , 4D adjustable armrest, soft castors",,,"4,085.11 ","4,800.00 ","1,230.00 ",1
INTER-800F-01,FLIRT,Interstuhl,"FLIRT leaner with glides, black nappa leather frame chrome.",,,"3,063.83 ","3,600.00 ","1,000.00 ",2
INTER-860F-01,FLIRT,Interstuhl,"FLIRT Table high, frame chrome",,,"4,425.53 ","5,200.00 ","1,225.00 ",1
INTER-15V2-01,VOLUME 8,Interstuhl,"Volume 8 swivel chair high, aniline leather color brown base aluminum brush hard castors.",,,"14,042.55 ","16,500.00 ","4,000.00 ",1
INTER-5W20-01,PIOS-2,Interstuhl,"PIOS 2 , cantilever chair, seat and back anthracite mesh frame chrome, polypropyline armrest",,,"2,553.19 ","3,000.00 ",775.00 ,10
INTER-14M2-03,MOVYis3,Interstuhl,"MOVYis3 swivel chair, medium high, seat and back upholstered with semi-aniline leather dark brown, white polypropylene base , seat depth and lumbar support adjustment, 1D T-armrest adjustable in height, hard castors.",,,"4,893.62 ","5,750.00 ","1,500.00 ",1
INTER-3C72-03,AIRPAD,Interstuhl,"Office use, Hatem & Majdi",,,"8,297.87 ","9,750.00 ","2,250.00 ",2
INTER-5C65,CHAMP,Interstuhl,"Champ visitors, office use Hatem & Majdi",,,"3,914.89 ","4,600.00 ","1,275.00 ",4
INTER-570H-01,HERO,Interstuhl,"Hero cantilever chair, stackable, seat upholstered with lucia black fabric, back rest black mesh, frame black, soft glides for hard floors.",,,"2,851.06 ","3,350.00 ",825.00 ,2
INTER-172H-01,HERO,Interstuhl,"Hero swivel chair, medium high, seat upholstered with lucia fabric black, backrest black mesh, polypropyline base black, seat depth and lumbar adjustment, 2D armrest , adjustable in width and height, soft castors",,,"6,382.98 ","7,500.00 ","1,850.00 ",8
INTER-FI04-01,FIT,Interstuhl,"FIT LAPTOP TABLE, BLACK",,,"4,255.32 ","5,000.00 ",900.00 ,1
INTER-X262-01,XANTOS,Interstuhl,"Xantos medium back, with synchro mechanism seat in Black aquarius fabric back in grey aquarius fabric. base brilliant silver, adjustable lumbar support, air pressure , adjustable armrest , soft castors.",,,"8,085.11 ","9,500.00 ","2,550.00 ",4
INTER-14M2-04,MOVYis3,Interstuhl,"MOVYis3 swivel chair , seat upholstered in lucia fabric light grey white polypropylene base seat depth and lumbar support adjustment 4D armrest soft castors ( ABIR )",,,"4,893.62 ","5,750.00 ","1,450.00 ",1
INTER-V8-POS,VOLUME 8 POS,Interstuhl,Volume 8 POS,,,"1,702.13 ","2,000.00 ",800.00 ,1
INTER-3C42-POS,AIRPAD-POS,Interstuhl,AIRPAD POS,,,"2,978.72 ","3,500.00 ",800.00 ,1
INTER-172E-02,EVERYis1,Interstuhl,"EVERYis1 swivel chair black, seat upholstered with manhattan fabric red back rest black mesh polypropylene base black seat depth and lumbar adjustments 2D T armrest adjustable in width and height soft castors.",,,"2,510.64 ","2,950.00 ",825.00 ,1
NFORM2-TOWER-BOOKCASE-MED-01,TOWER BOOKCASE MEDIUM,Newform,TOWER BOOKCASE MEDIUM 160x90 cm WOODEN DOORS LIGHT OAK,,,"2,382.98 ","2,800.00 ",800.00 ,1
NFORM2-TOWER-BOOKCASE-LOW-01,TOWER BOOKCASE LOW,Newform,TOWER BOOKCASE LOW H80x90 cm WOODEN DOORS LIGHT OAK,,,"1,744.68 ","2,050.00 ",500.00 ,5
NFORM2-TOWER-DESK-02,TOWER DESK L-SHAPE LIGHT OAK,Newform,TOWER DESK L-SHAPE LIGHT OAK WITH CHEST OF DRAWERS,,,"7,148.94 ","8,400.00 ","2,200.00 ",3
NFORM2-TOWER-DESK-01,TOWER DESK LIGHT OAK,Newform,TOWER DESK LIGHT OAK ,,,"7,148.94 ","8,400.00 ","2,000.00 ",4
NFORM2-SIMPOSIO-DESK-01,SIMPOSIO L-SHAPE DESK WALNUT,Newform,SIMPOSIO EXECUTIVE L-SHAPE DESK WALNUT TOP AND BLACK LEGS WITH CHEST OF DRAWERS,,,"28,510.64 ","33,500.00 ","9,000.00 ",1
NFORM2-SIMPOSIO-BOOKCASE-01,SIMPOSIO MEDIUM BOOKCASE WALNUT,Newform,SIMPOSIO MEDIUM BOOKCASE WOODEN DOORS WALNUT AND BLACK FRAME,,,"26,808.51 ","31,500.00 ","8,000.00 ",1
NFORM2-KAMOS-BOOKCASE-MED-01,KAMOS BOOKCASE MEDIUM WALNUT,Newform,KAMOS MEDIUM BOOKCASE H160x90 cm WOODEN DOORS WALNUT,,,"2,382.98 ","2,800.00 ",600.00 ,6
NFORM2-KAMOS-MED-02,KAMOS MEDIUM BOOKCASE GLASS,Newform,KAMOS MEDIUM BOOKCASE WITH GLASS ALU DOORS H160x90 cm ,,,"3,914.89 ","4,600.00 ","1,100.00 ",4
NFORM2-KAMOS-BOOKCASE-LOW-01,KAMOS BOOKCASE LOW WALNUT,Newform,KAMOS BOOKCASE LOW H80x90 cm WALNUT WITH WOODEN DOORS,,,"1,276.60 ","1,500.00 ",400.00 ,4
NFORM2-VISTA-WORKSTATION-01,VISTA WORKSTATION CHERRY,Newform,VISTA WORKSTATION CHERRY TOP ( LEFT + RIGHT ) WHITE LEGS WITH 2 CHEST OF DRAWERS AND WHITE SCREEN,,,"8,085.11 ","9,500.00 ","2,600.00 ",4
NFORM2-MIRO-WALLUNIT-01,MIRO WALL UNIT WHITE,Newform,MIRO WALL UNIT WHITE,,,"1,063.83 ","1,250.00 ",150.00 ,1
NFORM2-RECEPTION-01,RECEPTION LIGHT OAK,Newform,RECEPTION LIGHT OAK AND WHITE METAL FRONT ,,,"17,446.81 ","20,500.00 ","5,000.00 ",3
NFORM2-RECEPTION-02,RECEPTION APPLE,Newform,,,,"32,340.43 ","38,000.00 ","8,500.00 ",2
WALLUNIT-A4-01,WALL UNIT A4 WNC,,WALL UNIT WNC A4 SIZE,,,125.00 ,146.88 ,70.00 ,2
WALLUNIT-A3-WNC,WALL UNIT A3 WNC,,WALL UNIT WNC A3 SIZE,,,170.00 ,199.75 ,80.00 ,2
NFORM-MIRO-OPENBOOK-01,MIRO OPEN BOOKCASE H142,Newform,MIRO OPEN BOOKCASE H142 ON CASTORS,,,"2,382.98 ","2,800.00 ",450.00 ,6
INTER-560E-01,EVERYis1,Interstuhl,"EVERYis1, cantilever frame black, Seat upholstered with Manhattan fabric grey, base and seat shell black with glides for hard floors.",,,"1,659.57 ","1,950.00 ",600.00 ,1
INTER-15V2-02,VOLUME 8,Interstuhl,"Volume 8, High swivel chair, Anilinleather brown, frame black, polypropylene parts black, Aluminium base black, standard black, loop armrests black, soft double castors black",,,"16,382.98 ","19,250.00 ","6,500.00 ",3
INTER-362S-03,SILVER,Interstuhl,"Silver office swivel executive chair, high back rest, synchro mechanism, seat and back upholstered with semi-aniline leather Brown , frame aluminum brush, soft castors.",,,"29,361.70 ","34,500.00 ","14,000.00 ",2
INTER-5C30-01,AIRPAD,Interstuhl,"AIRPAD VISITOR CHAIR, STACKABLE SEAT IN BLACK LUCIA FABRIC, MESH BACKREST IN BLACK, CANTILEVER FRAME CHROME, SOFT GLIDES.",,,"3,574.47 ","4,200.00 ","2,000.00 ",45
NFORM3-EIDOS-DESK180-01,EIDOS DESK 180,Newform,"EIDOS EVO DESK 180 X 80 , LIGHT OAK TOP, WHITE METAL LEGS ( A SHAPE )",,,"2,808.51 ","3,300.00 ","1,300.00 ",38
NFORM3-EIDOS-EXT-DESK180-01,EIDOS DESK EXTENSION,Newform,EIDOS EVO DESK EXTENSION LIGHT OAK TOP AND WHITE METAL LEGS ( A SHAPE ),,,"1,531.91 ","1,800.00 ",700.00 ,34
NFORM3-EIDOS-DOUBLEDESK120-01,EIDOS DOUBLEDESK 120,Newform,"EIDOS EVO DOUBLE DESK 120 X 166 , LIGHT OAK TOP, WHITE METAL LEGS ( A SHAPE )",,,"4,255.32 ","5,000.00 ","2,000.00 ",2
NFORM3-EIDOS-MEETING240-01,EIDOS MEETING 240,Newform,EIDOS EVO MEETING TABLE 240 X 126 LIGHT OAK TOP WHITE METAL LEGS ( A SHAPE ),,,"4,893.62 ","5,750.00 ","2,400.00 ",5
NFORM3-RECEPTION160-01,RECEPTION 160 WOOD,Newform,RECEPTION 160 LIGHT OAK AND WOODEN TOP,,,"5,063.83 ","5,950.00 ","2,500.00 ",12
NFORM3-VISTA-DESK180-GLASS-01,VISTA DESK 180 GLASS,Newform,VISTA EXECUTIVE GLASS DESK 180 X 80 WITH WHITE METAL LEGS,,,"6,638.30 ","7,800.00 ","3,200.00 ",3
NFORM3-VISTA-BOOKCASE-LOW-01,VISTA BOOKCASE LOW WHITE,Newform,VISTA BOOKCASE LOW 90 WHITE,,,"1,531.91 ","1,800.00 ",700.00 ,36
NFORM3-VISTA-SERVICE-CABINET-01,VISTA SERVICE CABINET,Newform,VISTA SERVICE UNIT 120 X 54 WHITE,,,"2,765.96 ","3,250.00 ","1,500.00 ",5
NFORM3-VISTA-CHEST-01,VISTA CHEST OF DRAWERS,Newform,VISTA CHEST OF DRAWERS WHITE,,,"1,276.60 ","1,500.00 ",600.00 ,10
DITRE-MORRISON-SOFA-E110,MORRISON MAXI SOFA,Ditre Italia,"MORRISON MAXI SOFA 3-ERsize : 244x98x81 cmFabric category : EQUIPE 110",,DITRE ITALIA SRL,"16,148.94 ","18,975.00 ","9,000.00 ",1
DITRE-MORRISON-SOFA-E019,MORRISON MAXI SOFA,Ditre Italia,"MORRISON MAXI SOFA 3-ERsize : 244x98x81 cmFabric category : EQUIPE 019",,DITRE ITALIA SRL,"17,702.13 ","20,800.00 ","9,000.00 ",7
DITRE-MILLER-SOFA-E019,MILLER MAXI SOFA,Ditre Italia,"MILLER MAXI SOFA 3-ERsize : 229x98x81 cmFabric category : EQUIPE 019",,DITRE ITALIA SRL,"17,234.04 ","20,250.00 ","9,000.00 ",2
DITRE-FOSTER-SOFA-S406,FOSTER MAXI SOFA,Ditre Italia,"FOSTER MAXI SOFA 3-ERsize : 228x106x81 cmFabric category : SCOOP 406",,DITRE ITALIA SRL,"16,148.94 ","18,975.00 ","8,000.00 ",2
DITRE-FOSTER-SOFA-S600,FOSTER MAXI SOFA,Ditre Italia,"FOSTER MAXI SOFA 3-ERsize : 228x106x81 cmFabric category : SCOOP 600",,DITRE ITALIA SRL,"16,148.94 ","18,975.00 ","8,000.00 ",1
DITRE-HUG-ARMCHAIR-S403,HUG ARMCHAIR,Ditre Italia,"HUG ARMCHAIRsize : 67x88x67 cmFabric category : SCOOP 403",,DITRE ITALIA SRL,"6,808.51 ","8,000.00 ","4,000.00 ",2
DITRE-RAY-ARMCHAIR-E018,RAY ARMCHAIR,Ditre Italia,"RAY ARMCHAIRsize : 68x79x95 cmFabric category : EQUIPE 018",,DITRE ITALIA SRL,"7,340.43 ","8,625.00 ","4,000.00 ",2
DITRE-JEN-ARMCHAIR-M005,JEN ARMCHAIR,Ditre Italia,"JEN ARMCHAIRsize : 75x75x72 cmFabric category : MONACO 005",,DITRE ITALIA SRL,"6,468.09 ","7,600.00 ","3,000.00 ",8
DITRE-JEN-ARMCHAIR-E110,JEN ARMCHAIR,Ditre Italia,"JEN ARMCHAIRsize : 75x75x72 cmFabric category : EQUIPE 110",,DITRE ITALIA SRL,"5,872.34 ","6,900.00 ","3,000.00 ",2
DITRE-AGAVE-BED180-S600,AGAVE BED,Ditre Italia,"AGAVE KING SIZE BED 180x200size : 200x222x105 cmFabric category : SCOOP 600",,DITRE ITALIA SRL,"10,765.96 ","12,650.00 ","5,000.00 ",3
DITRE-AMOS-BED180-S406,AMOS BED,Ditre Italia,"AMOS KING SIZE BED 180x200size : 222x225x110 cmFabric category : SCOOP 406",,DITRE ITALIA SRL,"12,234.04 ","14,375.00 ","6,000.00 ",1
DITRE-LAUD-BED180-S600,LAUD BED,Ditre Italia,"LAUD KING SIZE BED 180x200size : 220x220x127 cmFabric category : SCOOP 600",,DITRE ITALIA SRL,"10,765.96 ","12,650.00 ","5,000.00 ",1
INTER-365Y-01,YOSTERis3,Interstuhl,"YOSTERis3, swivel armchair, Nappa Leather Black, Frame brilliant silver, polypropylene parts black, aluminum base brilliant silver, seat depth and lumbar support adj. black, adj. armrests, hard double castors black.",,,"8,255.32 ","9,700.00 ","5,000.00 ",5
INTER-550Y-01,YOSTERis3,Interstuhl,"YOSTERis3 visitor chair, cantilever frame with armrests, nora black, frame chrome, polypropylene parts black, arm pad black, felt glides for hard floors.",,,"3,234.04 ","3,800.00 ","1,500.00 ",4
INTER-470B-01,BUDDYis3,Interstuhl,"BUDDYis3, visitor chair, Four legs with armrests, mesh back, Manhatten iron grey seat, frame black, polypropylene parts black, arm pad without upholstery black, glides black.",,,"1,872.34 ","2,200.00 ","1,000.00 ",20
INTER-2968-02,VISIT,Interstuhl,"VISIT, visitor chair, 4 legs, tec black, frame black, polypropylene parts black, arm pad black, glides black.",,,936.17 ,"1,100.00 ",500.00 ,56
INTER-570B-01,BUDDYis3,Interstuhl,"BUDDYis3, Cantilever frame with armrests, mesh back, manhatten grey seat, frame black, polypropylene parts black, arm pad without upholstery black, felt glides for hard floors.",,,"1,872.34 ","2,200.00 ","1,200.00 ",18
INTER-3476-01,YOUNICO PRO,Interstuhl,"YOUNICO PRO, Swivel Chair,Mesh High back, Tec Blue seat, Frame black, pp parts black, seat depth including lumbar support adj black. closed armrests black. hard double castors.",,,"2,100.00 ","2,467.50 ","1,200.00 ",5
INTER-3171-01,YOUNICO-3,Interstuhl,"YOUNICO-3, swivel chair Mesh back, Seat tec black, frame black, pp parts black, Adjustable lumbar support, Multifunctional 3D armrests, soft double castors.",,,"2,212.77 ","2,600.00 ","1,200.00 ",103
NFORM3-EIDOS-WORKSTATION160-02,EIDOS WORKSTATION 160 CHEST,Newform,"EIDOS WORKSTATION 160x160, LIGHT OAK TOP AND WHITE METAL LEGS, WITH CHEST OF DRAWERS.",,,"4,851.06 ","5,700.00 ","2,500.00 ",19
NFORM3-VISTA-DOUBLEDESK140-01,VISTA DOUBLE DESK 140,Newform,"VISTA DOUBLE DESK 140 x 126 cm, LIGHT OAK TOP AND WHITE METAL LEGS. ",,,"4,425.53 ","5,200.00 ","2,200.00 ",30
NFORM3-VISTA-DESK140-01,VISTA DESK 140x60,Newform,"VISTA DESK 140 x 60 cm , LIGHT OAK TOP AND WHITE METAL LEGS.",,,"1,829.79 ","2,150.00 ","1,000.00 ",30
NFORM3-VISTA-MEETING260-01,VISTA MEETING 260,Newform,"VISTA MEETING TABLE 260 x 126 cm, LIGHT OAK TOP AND WHITE METAL LEGS.",,,"9,021.28 ","10,600.00 ","4,000.00 ",5
NFORM3-EIDOS-MEETING120-01,EIDOS MEETING 120,Newform,"EIDOS ROUND MEETING TABLE 120 cm , LIGHT OAK TOP AND WHITE WOODEN LEGS.",,,"1,872.34 ","2,200.00 ","1,000.00 ",10
NFORM3-OPERA-DESK210-01,OPERA DESK 210,Newform,"OPERA DESK 210 x 100 cm , E3 TRANCHE GREY ASH, WHITE METAL LEGS.",,,"11,702.13 ","13,750.00 ","6,000.00 ",5
NFORM3-OPERA-MEETING300-01,OPERA MEETING 300,Newform,"OPERA MEETING TABLE 300 x 120 cm , E3 TRANCHE GREY ASH TOP AND WHITE METAL LEGS",,,"15,744.68 ","18,500.00 ","8,500.00 ",5
NFORM3-TOWEREVO-DESK-L200-01,TOWEREVO DESK L 200,Newform,"TOWEREVO DESK L-SHAPE 200 cm, E3 TRANCHE GREY ASH TOP, GQ QUARTZ GREY METAL LEGS",,,"11,063.83 ","13,000.00 ","6,000.00 ",5
NFORM3-MIRO-DESK-L200-01,MIRO DESK L 200,Newform,"MIRO DESK L-SHAPE 200 cm , EBANO MAKASSAR TOP AND BLACK METAL LEGS.",,,"11,063.83 ","13,000.00 ","6,000.00 ",5
NFORM3-MIRO-MEETING220-01,MIRO MEETING 220,Newform,"MIRO MEETING TABLE 220 x 110 cm, EBANO MAKASSAR TOP AND BLACK METAL LEGS",,,"8,510.64 ","10,000.00 ","5,000.00 ",5
NFORM3-OPERA-CHEST-METAL-01,OPERA CHEST METAL,Newform,"OPERA CHEST OF DRAWERS METAL, ALU COLOR",,,"1,914.89 ","2,250.00 ","1,000.00 ",10
NFORM3-VISTA-BOOKCASE-MED-GLASS-01,VISTA BOOKCASE 160 GLASS,Newform,"VISTA BOOKCASE MEDIUM 160 x 90 cm, ALU FRAME AND GLASS DOORS",,,"3,744.68 ","4,400.00 ","2,000.00 ",19
NFORM3-MIRO-OPENBOOKCASE140-01,MIRO OPEN BOOKCASE 140,Newform,MIRO OPEN BOOKCASE WHITE 140 x 90 cm,,,"1,617.02 ","1,900.00 ","1,000.00 ",15
NFORM3-MIRO-BOOKCASE-LOW-01,MIRO BOOKCASE LOW 80,Newform,"MIRO BOOKCASE LOW 80 x 90 cm , WHITE LACQUERED DOORS",,,"3,404.26 ","4,000.00 ","2,000.00 ",20
NFORM3-MIRO-BOOKCASE-MED-01,MIRO BOOKCASE MED 160,Newform,"MIRO BOOKCASE MEDIUM 160 x 90 cm , WHITE LACQUERED DOORS",,,"5,702.13 ","6,700.00 ","3,000.00 ",10
NFORM3-SINTESI-WARDROBE-4DOORS,SINTESI WARDROBE 4 DOORS,Newform,"ARAN SINTESI WARDROBE 4 DOORS, SLIDING WHITE GLOSS FINISH, W3575 H2368 mm",,,"40,851.06 ","48,000.00 ","23,000.00 ",1
DITRE-BUBLE-SOFA-A1174,BUBLE MAXI SOFA,Ditre Italia,"BUBLE MAXI SOFA 3-ERsize : 230x104x70 cmFabric category : ALEX 1174 DARK GREY",,,"14,851.06 ","17,450.00 ","7,000.00 ",6
DITRE-MILLER-SOFA-M005,MILLER MAXI SOFA,Ditre Italia,"MILLER MAXI SOFA 3-ERsize : 229x98x81 cmFabric category : MONACO 005 BEIGE",,,"20,200.00 ","23,735.00 ","7,000.00 ",6
DITRE-KRIS-SOFA-E110,KRIS MAXI SOFA,Ditre Italia,"KRIS MAXI SOFA 3-ERsize : 240x96x85 cmFabric category : EQUIPE 110  GREIGE",,,"19,319.15 ","22,700.00 ","7,000.00 ",6
DITRE-DALTON-SOFA-S084,DALTON MAXI SOFA,Ditre Italia,"DALTON MAXI SOFA 3-ERsize : 220x106x80 cmFabric category : SAFARI 084 BROWN",,,"18,723.40 ","22,000.00 ","7,000.00 ",6
